Date,From Currency,To Currency,Rate
2003-10-20,USD,USD,1.0
2003-10-20,USD,EUR,0.8599191676
2003-09-10,USD,GBP,0.6292517007
2003-09-10,USD,USD,1.0
2003-09-10,USD,EUR,0.8950948801
2004-03-23,USD,GBP,0.5428478332
2004-03-23,USD,USD,1.0
2004-03-23,USD,EUR,0.8145975888
2003-07-15,USD,GBP,0.6213004682
2003-07-15,USD,USD,1.0
2003-07-15,USD,EUR,0.8834702712
2004-04-23,USD,GBP,0.5636095919
2004-04-23,USD,USD,1.0
2004-04-23,USD,EUR,0.8413967186
2003-08-04,USD,GBP,0.6204121341
2003-08-04,USD,USD,1.0
2003-08-04,USD,EUR,0.8844078889
2003-08-06,USD,GBP,0.6188553371
2003-08-06,USD,USD,1.0
2003-08-06,USD,EUR,0.8778089888
2004-03-16,USD,GBP,0.5499595142
2004-03-16,USD,USD,1.0
2004-03-16,USD,EUR,0.8097165992
2003-07-29,USD,GBP,0.6161228407
2003-07-29,USD,USD,1.0
2003-07-29,USD,EUR,0.8724480893
2003-11-18,USD,GBP,0.5918237392
2003-11-18,USD,USD,1.0
2003-11-18,USD,EUR,0.8490405841
2004-06-04,USD,GBP,0.5440055724
2004-06-04,USD,USD,1.0
2004-06-04,USD,EUR,0.819470622
2003-08-19,USD,GBP,0.6318120199
2003-08-19,USD,USD,1.0
2003-08-19,USD,EUR,0.9037505648
2003-12-08,USD,GBP,0.5764445899
2003-12-08,USD,USD,1.0
2003-12-08,USD,EUR,0.8184645605
2004-04-26,USD,GBP,0.5599949371
2004-04-26,USD,USD,1.0
2004-04-26,USD,EUR,0.8438106489
2003-11-14,USD,GBP,0.5924351891
2003-11-14,USD,USD,1.0
2003-11-14,USD,EUR,0.8499787505
2003-11-06,USD,GBP,0.5965586514
2003-11-06,USD,USD,1.0
2003-11-06,USD,EUR,0.8734387283
2003-11-10,USD,GBP,0.5979273709
2003-11-10,USD,USD,1.0
2003-11-10,USD,EUR,0.8708525647
2004-01-06,USD,GBP,0.5486045782
2004-01-06,USD,USD,1.0
2004-01-06,USD,EUR,0.7839448103
2004-03-04,USD,GBP,0.5485305014
2004-03-04,USD,USD,1.0
2004-03-04,USD,EUR,0.8232485387
2004-01-19,USD,GBP,0.5599288774
2004-01-19,USD,USD,1.0
2004-01-19,USD,EUR,0.8082114281
2003-08-11,USD,GBP,0.6245683931
2003-08-11,USD,USD,1.0
2003-08-11,USD,EUR,0.8853474989
2004-02-26,USD,GBP,0.5370459659
2004-02-26,USD,USD,1.0
2004-02-26,USD,EUR,0.8036001286
2003-09-12,USD,GBP,0.6274615109
2003-09-12,USD,USD,1.0
2003-09-12,USD,EUR,0.8950948801
2004-03-18,USD,GBP,0.5482016149
2004-03-18,USD,USD,1.0
2004-03-18,USD,EUR,0.8155941603
2004-01-20,USD,GBP,0.5514518188
2004-01-20,USD,USD,1.0
2004-01-20,USD,EUR,0.7977026165
2004-05-10,USD,GBP,0.5638773959
2004-05-10,USD,USD,1.0
2004-05-10,USD,EUR,0.8443806468
2003-10-24,USD,GBP,0.589763178
2003-10-24,USD,USD,1.0
2003-10-24,USD,EUR,0.8488243782
2003-12-17,USD,GBP,0.5698305909
2003-12-17,USD,USD,1.0
2003-12-17,USD,EUR,0.8105698306
2004-02-03,USD,GBP,0.5431863329
2004-02-03,USD,USD,1.0
2004-02-03,USD,EUR,0.7945967422
2004-01-15,USD,GBP,0.5473684211
2004-01-15,USD,USD,1.0
2004-01-15,USD,EUR,0.791452315
2003-12-30,USD,GBP,0.5630601793
2003-12-30,USD,USD,1.0
2003-12-30,USD,EUR,0.8002560819
2004-03-03,USD,GBP,0.5462406325
2004-03-03,USD,USD,1.0
2004-03-03,USD,EUR,0.8235197233
2004-01-27,USD,GBP,0.551929376
2004-01-27,USD,USD,1.0
2004-01-27,USD,EUR,0.7989134777
2004-03-30,USD,GBP,0.5482071059
2004-03-30,USD,USD,1.0
2004-03-30,USD,EUR,0.820546484
2003-09-11,USD,GBP,0.6272621913
2003-09-11,USD,USD,1.0
2003-09-11,USD,EUR,0.8915039672
2004-02-10,USD,GBP,0.534393607
2004-02-10,USD,USD,1.0
2004-02-10,USD,EUR,0.7834534629
2003-11-20,USD,GBP,0.5872869259
2003-11-20,USD,USD,1.0
2003-11-20,USD,EUR,0.8397010664
2004-03-19,USD,GBP,0.5456092029
2004-03-19,USD,USD,1.0
2004-03-19,USD,EUR,0.810110175
2003-06-13,USD,GBP,0.6002042379
2003-06-13,USD,USD,1.0
2003-06-13,USD,EUR,0.850991405
2003-09-09,USD,GBP,0.6308935788
2003-09-09,USD,USD,1.0
2003-09-09,USD,EUR,0.8980691513
2004-01-05,USD,GBP,0.5551078455
2004-01-05,USD,USD,1.0
2004-01-05,USD,EUR,0.7900766374
2003-11-21,USD,GBP,0.5868560383
2003-11-21,USD,USD,1.0
2003-11-21,USD,EUR,0.8404067569
2003-09-05,USD,GBP,0.6334340383
2003-09-05,USD,USD,1.0
2003-09-05,USD,EUR,0.9154994049
2003-09-24,USD,GBP,0.6043956044
2003-09-24,USD,USD,1.0
2003-09-24,USD,EUR,0.8721437293
2003-07-17,USD,GBP,0.6278158668
2003-07-17,USD,USD,1.0
2003-07-17,USD,EUR,0.8903926632
2003-09-23,USD,GBP,0.6050244243
2003-09-23,USD,USD,1.0
2003-09-23,USD,EUR,0.8722958828
2003-11-26,USD,GBP,0.5891105851
2003-11-26,USD,USD,1.0
2003-11-26,USD,EUR,0.8454514711
2003-10-28,USD,GBP,0.5914503555
2003-10-28,USD,USD,1.0
2003-10-28,USD,EUR,0.8566778035
2003-12-01,USD,GBP,0.5794991264
2003-12-01,USD,USD,1.0
2003-12-01,USD,EUR,0.8320159747
2004-02-23,USD,GBP,0.5371342239
2004-02-23,USD,USD,1.0
2004-02-23,USD,EUR,0.7951653944
2004-01-13,USD,GBP,0.5409836066
2004-01-13,USD,USD,1.0
2004-01-13,USD,EUR,0.7843752451
2003-07-25,USD,GBP,0.6194998693
2003-07-25,USD,USD,1.0
2003-07-25,USD,EUR,0.8713078331
2003-10-31,USD,GBP,0.5905179831
2003-10-31,USD,USD,1.0
2003-10-31,USD,EUR,0.860437102
2004-05-20,USD,GBP,0.5647542359
2004-05-20,USD,USD,1.0
2004-05-20,USD,EUR,0.8387854387
2004-01-29,USD,GBP,0.5494064806
2004-01-29,USD,USD,1.0
2004-01-29,USD,EUR,0.8020532563
2003-12-04,USD,GBP,0.5801308597
2003-12-04,USD,USD,1.0
2003-12-04,USD,EUR,0.82822594
2003-11-12,USD,GBP,0.5974137931
2003-11-12,USD,USD,1.0
2003-11-12,USD,EUR,0.8620689655
2004-01-22,USD,GBP,0.5419354839
2004-01-22,USD,USD,1.0
2004-01-22,USD,EUR,0.7867820614
2004-05-27,USD,GBP,0.5476366626
2004-05-27,USD,USD,1.0
2004-05-27,USD,EUR,0.8220304151
2003-11-17,USD,GBP,0.5916793764
2003-11-17,USD,USD,1.0
2003-11-17,USD,EUR,0.8473140146
2003-10-06,USD,GBP,0.6003972709
2003-10-06,USD,USD,1.0
2003-10-06,USD,EUR,0.863632438
2004-01-09,USD,GBP,0.5451833242
2004-01-09,USD,USD,1.0
2004-01-09,USD,EUR,0.7851142341
2004-04-29,USD,GBP,0.5676475562
2004-04-29,USD,USD,1.0
2004-04-29,USD,EUR,0.8455944529
2004-04-27,USD,GBP,0.5584251704
2004-04-27,USD,USD,1.0
2004-04-27,USD,EUR,0.8412551527
2004-04-13,USD,GBP,0.547473904
2004-04-13,USD,USD,1.0
2004-04-13,USD,EUR,0.8350730689
2004-03-31,USD,GBP,0.5447480366
2004-03-31,USD,USD,1.0
2004-03-31,USD,EUR,0.8180628272
2004-05-14,USD,GBP,0.5710049144
2004-05-14,USD,USD,1.0
2004-05-14,USD,EUR,0.8473140146
2003-10-02,USD,GBP,0.5999828943
2003-10-02,USD,USD,1.0
2003-10-02,USD,EUR,0.8552856654
2004-02-17,USD,GBP,0.5247316846
2004-02-17,USD,USD,1.0
2004-02-17,USD,EUR,0.7777259294
2003-06-16,USD,GBP,0.5943985153
2003-06-16,USD,USD,1.0
2003-06-16,USD,EUR,0.843597098
2004-03-25,USD,GBP,0.554319156
2004-03-25,USD,USD,1.0
2004-03-25,USD,EUR,0.8242664029
2003-07-30,USD,GBP,0.6168126095
2003-07-30,USD,USD,1.0
2003-07-30,USD,EUR,0.8756567426
2004-04-02,USD,GBP,0.5409157331
2004-04-02,USD,USD,1.0
2004-04-02,USD,EUR,0.8118201007
2003-07-24,USD,GBP,0.6205633557
2003-07-24,USD,USD,1.0
2003-07-24,USD,EUR,0.8720676725
2003-08-05,USD,GBP,0.6216359305
2003-08-05,USD,USD,1.0
2003-08-05,USD,EUR,0.8823788935
2003-11-27,USD,GBP,0.5836834146
2003-11-27,USD,USD,1.0
2003-11-27,USD,EUR,0.8401949252
2003-11-25,USD,GBP,0.5899626041
2003-11-25,USD,USD,1.0
2003-11-25,USD,EUR,0.8499065103
2004-03-12,USD,GBP,0.5569268492
2004-03-12,USD,USD,1.0
2004-03-12,USD,EUR,0.8173273396
2003-09-04,USD,GBP,0.6366241449
2003-09-04,USD,USD,1.0
2003-09-04,USD,EUR,0.9243852838
2003-11-03,USD,GBP,0.5899128484
2003-11-03,USD,USD,1.0
2003-11-03,USD,EUR,0.8628872206
2003-07-16,USD,GBP,0.6296462561
2003-07-16,USD,USD,1.0
2003-07-16,USD,EUR,0.897827258
2003-12-22,USD,GBP,0.5673154254
2003-12-22,USD,USD,1.0
2003-12-22,USD,EUR,0.8042464211
2004-02-27,USD,GBP,0.5395393783
2004-02-27,USD,USD,1.0
2004-02-27,USD,EUR,0.8052826542
2004-05-12,USD,GBP,0.5648140339
2004-05-12,USD,USD,1.0
2004-05-12,USD,EUR,0.8433836552
2003-07-21,USD,GBP,0.6282346686
2003-07-21,USD,USD,1.0
2003-07-21,USD,EUR,0.8862105636
2004-02-04,USD,GBP,0.5444746088
2004-02-04,USD,USD,1.0
2004-02-04,USD,EUR,0.7984669435
2004-03-08,USD,GBP,0.5404661703
2004-03-08,USD,USD,1.0
2004-03-08,USD,EUR,0.8093234056
2003-11-24,USD,GBP,0.5887253658
2003-11-24,USD,USD,1.0
2003-11-24,USD,EUR,0.8458090163
2003-08-28,USD,GBP,0.6375600296
2003-08-28,USD,USD,1.0
2003-08-28,USD,EUR,0.9235315848
2003-09-18,USD,GBP,0.6191319752
2003-09-18,USD,USD,1.0
2003-09-18,USD,EUR,0.8857395926
2004-02-18,USD,GBP,0.5252651279
2004-02-18,USD,USD,1.0
2004-02-18,USD,EUR,0.7797878977
2004-01-28,USD,GBP,0.5467245085
2004-01-28,USD,USD,1.0
2004-01-28,USD,EUR,0.7959882194
2004-02-13,USD,GBP,0.5288701623
2004-02-13,USD,USD,1.0
2004-02-13,USD,EUR,0.7802746567
2004-03-11,USD,GBP,0.5541775457
2004-03-11,USD,USD,1.0
2004-03-11,USD,EUR,0.815926893
2003-10-08,USD,GBP,0.6012223071
2003-10-08,USD,USD,1.0
2003-10-08,USD,EUR,0.8488243782
2004-03-15,USD,GBP,0.5553021665
2004-03-15,USD,USD,1.0
2004-03-15,USD,EUR,0.8144648966
2003-10-14,USD,GBP,0.6034038164
2003-10-14,USD,USD,1.0
2003-10-14,USD,EUR,0.859549596
2003-10-16,USD,GBP,0.5981058975
2003-10-16,USD,USD,1.0
2003-10-16,USD,EUR,0.8609556608
2003-10-17,USD,GBP,0.599015459
2003-10-17,USD,USD,1.0
2003-10-17,USD,EUR,0.863632438
2004-03-17,USD,GBP,0.5514651865
2004-03-17,USD,USD,1.0
2004-03-17,USD,EUR,0.8162598972
2003-10-29,USD,GBP,0.5869565217
2003-10-29,USD,USD,1.0
2003-10-29,USD,EUR,0.855871277
2003-12-02,USD,GBP,0.581085595
2003-12-02,USD,USD,1.0
2003-12-02,USD,EUR,0.8350730689
2004-01-16,USD,GBP,0.551028576
2004-01-16,USD,USD,1.0
2004-01-16,USD,EUR,0.800448251
2003-06-27,USD,GBP,0.6046613511
2003-06-27,USD,USD,1.0
2003-06-27,USD,EUR,0.8761938141
2004-02-12,USD,GBP,0.5291360725
2004-02-12,USD,USD,1.0
2004-02-12,USD,EUR,0.7811279488
2003-12-15,USD,GBP,0.5734260016
2003-12-15,USD,USD,1.0
2003-12-15,USD,EUR,0.8176614881
2004-02-06,USD,GBP,0.5452550084
2004-02-06,USD,USD,1.0
2004-02-06,USD,EUR,0.798148296
2004-02-09,USD,GBP,0.5378746165
2004-02-09,USD,USD,1.0
2004-02-09,USD,EUR,0.7865963974
2004-05-04,USD,GBP,0.5593234392
2004-05-04,USD,USD,1.0
2004-05-04,USD,EUR,0.8291186469
2003-12-05,USD,GBP,0.5808720113
2003-12-05,USD,USD,1.0
2003-12-05,USD,EUR,0.8273351535
2004-06-03,USD,GBP,0.544331752
2004-06-03,USD,USD,1.0
2004-06-03,USD,EUR,0.8179290038
2003-10-23,USD,GBP,0.5909553708
2003-10-23,USD,USD,1.0
2003-10-23,USD,EUR,0.8484642797
2004-01-14,USD,GBP,0.5437677277
2004-01-14,USD,USD,1.0
2004-01-14,USD,EUR,0.7878978884
2004-02-25,USD,GBP,0.5290996912
2004-02-25,USD,USD,1.0
2004-02-25,USD,EUR,0.7918283316
2004-05-05,USD,GBP,0.5582220023
2004-05-05,USD,USD,1.0
2004-05-05,USD,EUR,0.8246742537
2004-02-05,USD,GBP,0.5447031709
2004-02-05,USD,USD,1.0
2004-02-05,USD,EUR,0.794723039
2003-06-11,USD,GBP,0.5998467824
2003-06-11,USD,USD,1.0
2003-06-11,USD,EUR,0.8512087164
2003-11-04,USD,GBP,0.5964422742
2003-11-04,USD,USD,1.0
2003-11-04,USD,EUR,0.8719916289
2003-06-06,USD,GBP,0.600440193
2003-06-06,USD,USD,1.0
2003-06-06,USD,EUR,0.8465250148
2003-07-31,USD,GBP,0.6201625729
2003-07-31,USD,USD,1.0
2003-07-31,USD,EUR,0.8835483301
2003-09-30,USD,GBP,0.5995537247
2003-09-30,USD,USD,1.0
2003-09-30,USD,EUR,0.8582217645
2004-01-30,USD,GBP,0.5528100775
2004-01-30,USD,USD,1.0
2004-01-30,USD,EUR,0.8074935401
2004-04-07,USD,GBP,0.5442525411
2004-04-07,USD,USD,1.0
2004-04-07,USD,EUR,0.8263779853
2004-02-20,USD,GBP,0.5317855169
2004-02-20,USD,USD,1.0
2004-02-20,USD,EUR,0.7897022822
2004-04-20,USD,GBP,0.5569763542
2004-04-20,USD,USD,1.0
2004-04-20,USD,EUR,0.8385041087
2004-04-05,USD,GBP,0.5503400232
2004-04-05,USD,USD,1.0
2004-04-05,USD,EUR,0.8293249295
2004-03-05,USD,GBP,0.5498687664
2004-03-05,USD,USD,1.0
2004-03-05,USD,EUR,0.8202099738
2003-09-25,USD,GBP,0.6032802575
2003-09-25,USD,USD,1.0
2003-09-25,USD,EUR,0.8700948403
2003-09-02,USD,GBP,0.6379389806
2003-09-02,USD,USD,1.0
2003-09-02,USD,EUR,0.9217439395
2003-12-24,USD,GBP,0.5656081244
2003-12-24,USD,USD,1.0
2003-12-24,USD,EUR,0.8059966148
2003-11-28,USD,GBP,0.5812072703
2003-11-28,USD,USD,1.0
2003-11-28,USD,EUR,0.8337502084
2003-06-25,USD,GBP,0.5986494676
2003-06-25,USD,USD,1.0
2003-06-25,USD,EUR,0.8657259112
2004-05-25,USD,GBP,0.5539252259
2004-05-25,USD,USD,1.0
2004-05-25,USD,EUR,0.8289811821
2004-03-22,USD,GBP,0.5419331337
2004-03-22,USD,USD,1.0
2004-03-22,USD,EUR,0.8095199547
2004-05-19,USD,GBP,0.5615147218
2004-05-19,USD,USD,1.0
2004-05-19,USD,EUR,0.8340979231
2003-07-22,USD,GBP,0.6244379794
2003-07-22,USD,USD,1.0
2003-07-22,USD,EUR,0.8816009874
2004-04-30,USD,GBP,0.5639072571
2004-04-30,USD,USD,1.0
2004-04-30,USD,EUR,0.8370302168
2003-10-21,USD,GBP,0.5986406263
2003-10-21,USD,USD,1.0
2003-10-21,USD,EUR,0.8603630732
2004-05-06,USD,GBP,0.5567844173
2004-05-06,USD,USD,1.0
2004-05-06,USD,EUR,0.8253549026
2004-03-02,USD,GBP,0.5378164812
2004-03-02,USD,USD,1.0
2004-03-02,USD,EUR,0.806321561
2003-08-14,USD,GBP,0.6221827862
2003-08-14,USD,USD,1.0
2003-08-14,USD,EUR,0.8873114463
2003-12-29,USD,GBP,0.5632450596
2003-12-29,USD,USD,1.0
2003-12-29,USD,EUR,0.8000640051
2003-06-26,USD,GBP,0.6009447166
2003-06-26,USD,USD,1.0
2003-06-26,USD,EUR,0.8747375787
2004-04-08,USD,GBP,0.5457175926
2004-04-08,USD,USD,1.0
2004-04-08,USD,EUR,0.8267195767
2004-03-01,USD,GBP,0.5353252163
2004-03-01,USD,USD,1.0
2004-03-01,USD,EUR,0.8010253124
2004-04-14,USD,GBP,0.555266689
2004-04-14,USD,USD,1.0
2004-04-14,USD,EUR,0.8386447501
2003-06-17,USD,GBP,0.5950665423
2003-06-17,USD,USD,1.0
2003-06-17,USD,EUR,0.8476731372
2003-06-10,USD,GBP,0.603897769
2003-06-10,USD,USD,1.0
2003-06-10,USD,EUR,0.8547739123
2004-05-03,USD,GBP,0.5647117878
2004-05-03,USD,USD,1.0
2004-05-03,USD,EUR,0.8366100561
2004-04-22,USD,GBP,0.5654847132
2004-04-22,USD,USD,1.0
2004-04-22,USD,EUR,0.8422471153
2003-08-22,USD,GBP,0.6351202497
2003-08-22,USD,USD,1.0
2003-08-22,USD,EUR,0.9179364788
2003-09-03,USD,GBP,0.6398961328
2003-09-03,USD,USD,1.0
2003-09-03,USD,EUR,0.9273856997
2003-09-15,USD,GBP,0.6238808616
2003-09-15,USD,USD,1.0
2003-09-15,USD,EUR,0.886446237
2004-04-21,USD,GBP,0.5645488341
2004-04-21,USD,USD,1.0
2004-04-21,USD,EUR,0.844880027
2004-02-02,USD,GBP,0.548431105
2004-02-02,USD,USD,1.0
2004-02-02,USD,EUR,0.8025038119
2004-04-15,USD,GBP,0.5607790463
2004-04-15,USD,USD,1.0
2004-04-15,USD,EUR,0.8394895903
2003-10-15,USD,GBP,0.5990659011
2003-10-15,USD,USD,1.0
2003-10-15,USD,EUR,0.8569714629
2004-01-07,USD,GBP,0.5503588611
2004-01-07,USD,USD,1.0
2004-01-07,USD,EUR,0.7887057339
2003-06-09,USD,GBP,0.6040422992
2003-06-09,USD,USD,1.0
2003-06-09,USD,EUR,0.8528057309
2004-06-01,USD,GBP,0.544354509
2004-06-01,USD,USD,1.0
2004-06-01,USD,EUR,0.8175946366
2003-06-30,USD,GBP,0.6066334121
2003-06-30,USD,USD,1.0
2003-06-30,USD,EUR,0.875120329
2003-09-29,USD,GBP,0.6072899325
2003-09-29,USD,USD,1.0
2003-09-29,USD,EUR,0.8761938141
2003-12-10,USD,GBP,0.5739030967
2003-12-10,USD,USD,1.0
2003-12-10,USD,EUR,0.8170602173
2003-09-22,USD,GBP,0.607603767
2003-09-22,USD,USD,1.0
2003-09-22,USD,EUR,0.8719916289
2004-04-01,USD,GBP,0.5410714286
2004-04-01,USD,USD,1.0
2004-04-01,USD,EUR,0.8116883117
2004-04-28,USD,GBP,0.5597547661
2004-04-28,USD,USD,1.0
2004-04-28,USD,EUR,0.8398421097
2003-08-01,USD,GBP,0.623332438
2003-08-01,USD,USD,1.0
2003-08-01,USD,EUR,0.8953353031
2004-02-16,USD,GBP,0.5304136253
2004-02-16,USD,USD,1.0
2004-02-16,USD,EUR,0.7848677498
2003-11-11,USD,GBP,0.5998086457
2003-11-11,USD,USD,1.0
2003-11-11,USD,EUR,0.8697921197
2003-07-11,USD,GBP,0.6114449845
2003-07-11,USD,USD,1.0
2003-07-11,USD,EUR,0.8837825895
2003-11-19,USD,GBP,0.589504618
2003-11-19,USD,USD,1.0
2003-11-19,USD,EUR,0.8396305626
2003-08-13,USD,GBP,0.6235700984
2003-08-13,USD,USD,1.0
2003-08-13,USD,EUR,0.8867606633
2004-05-24,USD,GBP,0.5584057487
2004-05-24,USD,USD,1.0
2004-05-24,USD,EUR,0.8355614973
2004-03-10,USD,GBP,0.5493129523
2004-03-10,USD,USD,1.0
2004-03-10,USD,EUR,0.8130742337
2003-09-16,USD,GBP,0.6273253227
2003-09-16,USD,USD,1.0
2003-09-16,USD,EUR,0.8900756564
2003-07-08,USD,GBP,0.6098357761
2003-07-08,USD,USD,1.0
2003-07-08,USD,EUR,0.8829242451
2004-05-21,USD,GBP,0.5583077051
2004-05-21,USD,USD,1.0
2004-05-21,USD,EUR,0.8311861026
2003-07-01,USD,GBP,0.6030061509
2003-07-01,USD,USD,1.0
2003-07-01,USD,EUR,0.8663259118
2004-03-24,USD,GBP,0.5455067235
2004-03-24,USD,USD,1.0
2004-03-24,USD,EUR,0.8199409643
2003-06-24,USD,GBP,0.6000864678
2003-06-24,USD,USD,1.0
2003-06-24,USD,EUR,0.8646779075
2003-12-11,USD,GBP,0.5727414458
2003-12-11,USD,USD,1.0
2003-12-11,USD,EUR,0.820546484
2002-09-17,USD,GBP,0.6526064877
2002-09-17,USD,USD,1.0
2002-09-17,USD,EUR,1.0363768266
2002-08-15,USD,GBP,0.6526541884
2002-08-15,USD,USD,1.0
2002-08-15,USD,EUR,1.0228086325
2003-05-29,USD,GBP,0.6088805716
2003-05-29,USD,USD,1.0
2003-05-29,USD,EUR,0.8506294658
2002-07-29,USD,GBP,0.639955198
2002-07-29,USD,USD,1.0
2002-07-29,USD,EUR,1.0182262499
2002-09-04,USD,GBP,0.6387855635
2002-09-04,USD,USD,1.0
2002-09-04,USD,EUR,1.0053282397
2002-12-05,USD,GBP,0.6369732759
2002-12-05,USD,USD,1.0
2002-12-05,USD,EUR,1.0009008107
2002-12-30,USD,GBP,0.6236806755
2002-12-30,USD,USD,1.0
2002-12-30,USD,EUR,0.9595087315
2002-10-11,USD,GBP,0.6412701633
2002-10-11,USD,USD,1.0
2002-10-11,USD,EUR,1.0145074566
2002-09-18,USD,GBP,0.6494601542
2002-09-18,USD,USD,1.0
2002-09-18,USD,EUR,1.028277635
2003-02-05,USD,GBP,0.6055912007
2003-02-05,USD,USD,1.0
2003-02-05,USD,EUR,0.9165902841
2002-11-20,USD,GBP,0.635193133
2002-11-20,USD,USD,1.0
2002-11-20,USD,EUR,0.9981036032
2003-03-20,USD,GBP,0.6391616314
2003-03-20,USD,USD,1.0
2003-03-20,USD,EUR,0.9441087613
2002-07-30,USD,GBP,0.6399593289
2002-07-30,USD,USD,1.0
2002-07-30,USD,EUR,1.0167768175
2002-09-23,USD,GBP,0.6427626895
2002-09-23,USD,USD,1.0
2002-09-23,USD,EUR,1.0171905198
2003-03-11,USD,GBP,0.623465704
2003-03-11,USD,USD,1.0
2003-03-11,USD,EUR,0.9025270758
2002-12-18,USD,GBP,0.6252929688
2002-12-18,USD,USD,1.0
2002-12-18,USD,EUR,0.9765625
2002-07-09,USD,GBP,0.6470292044
2002-07-09,USD,USD,1.0
2002-07-09,USD,EUR,1.0070493454
2003-01-27,USD,GBP,0.61149954
2003-01-27,USD,USD,1.0
2003-01-27,USD,EUR,0.9199632015
2003-01-08,USD,GBP,0.6259034403
2003-01-08,USD,USD,1.0
2003-01-08,USD,EUR,0.963669654
2003-05-27,USD,GBP,0.6079321065
2003-05-27,USD,USD,1.0
2003-05-27,USD,EUR,0.8402655239
2003-05-22,USD,GBP,0.6111774744
2003-05-22,USD,USD,1.0
2003-05-22,USD,EUR,0.8532423208
2003-04-17,USD,GBP,0.6334249084
2003-04-17,USD,USD,1.0
2003-04-17,USD,EUR,0.9157509158
2002-08-30,USD,GBP,0.6459879996
2002-08-30,USD,USD,1.0
2002-08-30,USD,EUR,1.0169836266
2003-04-07,USD,GBP,0.6452466452
2003-04-07,USD,USD,1.0
2003-04-07,USD,EUR,0.945000945
2002-11-28,USD,GBP,0.6437487417
2002-11-28,USD,USD,1.0
2002-11-28,USD,EUR,1.0066438494
2002-06-10,USD,GBP,0.6843218099
2002-06-10,USD,USD,1.0
2002-06-10,USD,EUR,1.0571942066
2002-06-14,USD,GBP,0.6773580924
2002-06-14,USD,USD,1.0
2002-06-14,USD,EUR,1.0550749103
2002-11-21,USD,GBP,0.6334462826
2002-11-21,USD,USD,1.0
2002-11-21,USD,EUR,0.9966115208
2002-10-17,USD,GBP,0.6418621325
2002-10-17,USD,USD,1.0
2002-10-17,USD,EUR,1.0242753252
2003-01-10,USD,GBP,0.6221079692
2003-01-10,USD,USD,1.0
2003-01-10,USD,EUR,0.9521089213
2003-06-04,USD,GBP,0.6134633479
2003-06-04,USD,USD,1.0
2003-06-04,USD,EUR,0.855358823
2003-02-17,USD,GBP,0.6256065696
2003-02-17,USD,USD,1.0
2003-02-17,USD,EUR,0.9331840239
2003-05-05,USD,GBP,0.6236405776
2003-05-05,USD,USD,1.0
2003-05-05,USD,EUR,0.8914244963
2002-08-14,USD,GBP,0.6486760678
2002-08-14,USD,USD,1.0
2002-08-14,USD,EUR,1.0145074566
2002-09-09,USD,GBP,0.6419236267
2002-09-09,USD,USD,1.0
2002-09-09,USD,EUR,1.0210332857
2003-02-14,USD,GBP,0.6186417122
2003-02-14,USD,USD,1.0
2003-02-14,USD,EUR,0.9265264523
2002-07-23,USD,GBP,0.6386478305
2002-07-23,USD,USD,1.0
2002-07-23,USD,EUR,1.0090817356
2003-03-28,USD,GBP,0.6397949674
2003-03-28,USD,USD,1.0
2003-03-28,USD,EUR,0.9319664492
2002-10-09,USD,GBP,0.6437742001
2002-10-09,USD,USD,1.0
2002-10-09,USD,EUR,1.0189525168
2002-06-12,USD,GBP,0.6803851037
2002-06-12,USD,USD,1.0
2002-06-12,USD,EUR,1.0579771477
2002-07-02,USD,GBP,0.653791421
2002-07-02,USD,USD,1.0
2002-07-02,USD,EUR,1.0164667615
2002-11-05,USD,GBP,0.639764565
2002-11-05,USD,USD,1.0
2002-11-05,USD,EUR,0.9976057462
2002-10-28,USD,GBP,0.6463827604
2002-10-28,USD,USD,1.0
2002-10-28,USD,EUR,1.0261672653
2003-01-23,USD,GBP,0.6170865483
2003-01-23,USD,USD,1.0
2003-01-23,USD,EUR,0.9296272195
2003-01-17,USD,GBP,0.6179121292
2003-01-17,USD,USD,1.0
2003-01-17,USD,EUR,0.9387908374
2002-10-08,USD,GBP,0.6393877551
2002-10-08,USD,USD,1.0
2002-10-08,USD,EUR,1.0204081633
2002-06-06,USD,GBP,0.6859151928
2002-06-06,USD,USD,1.0
2002-06-06,USD,EUR,1.0654165779
2002-11-11,USD,GBP,0.6290736717
2002-11-11,USD,USD,1.0
2002-11-11,USD,EUR,0.9875567845
2002-06-17,USD,GBP,0.6774877997
2002-06-17,USD,USD,1.0
2002-06-17,USD,EUR,1.0608953957
2002-08-20,USD,GBP,0.6552287582
2002-08-20,USD,USD,1.0
2002-08-20,USD,EUR,1.0212418301
2002-10-02,USD,GBP,0.6384341637
2002-10-02,USD,USD,1.0
2002-10-02,USD,EUR,1.0167768175
2003-03-21,USD,GBP,0.6391411275
2003-03-21,USD,USD,1.0
2003-03-21,USD,EUR,0.9458948165
2002-07-24,USD,GBP,0.6385274836
2002-07-24,USD,USD,1.0
2002-07-24,USD,EUR,1.0085728694
2002-11-15,USD,GBP,0.634360355
2002-11-15,USD,USD,1.0
2002-11-15,USD,EUR,0.9971083857
2002-11-06,USD,GBP,0.6422903064
2002-11-06,USD,USD,1.0
2002-11-06,USD,EUR,1.0045203415
2002-09-10,USD,GBP,0.643545082
2002-09-10,USD,USD,1.0
2002-09-10,USD,EUR,1.0245901639
2002-10-07,USD,GBP,0.6387642741
2002-10-07,USD,USD,1.0
2002-10-07,USD,EUR,1.0195758564
